caminho,silaba
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_5_2.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_4_1.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_3_0.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_0_3.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_0_6.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_8_5.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_1_7.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_6_3.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_3_5.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_9_9.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gu/구_4_0.jpg,gu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_6_8.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_9_9.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_1_8.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_1_3.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_8_1.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_8_4.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_5_3.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_7_6.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_2_8.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_0_7.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_2_9.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_5_4.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_7_6.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_4_0.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_1_9.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_7_3.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_0_0.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_6_5.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_6_2.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_2_9.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_9_6.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_7_9.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_2_1.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_0_4.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_6_2.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_5_5.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_0_1.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_0_2.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_3_1.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_4_9.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_7_4.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_6_2.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_2_9.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_2_7.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_2_0.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_6_9.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_0_6.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_3_1.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_4_9.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_4_1.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_9_2.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_0_8.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_4_6.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_2_5.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_5_9.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_5_7.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_7_3.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_6_6.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_9_6.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_8_0.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_4_1.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_0_1.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_6_8.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_7_1.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_3_5.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_2_5.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_3_0.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_3_4.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_1_7.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_8_0.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_1_8.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_4_4.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_3_5.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_7_7.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_2_5.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geu/그_5_8.jpg,geu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_9_5.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_3_8.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_2_1.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_3_2.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_6_5.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_4_5.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_2_7.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_7_4.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_8_6.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_7_6.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_0_2.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeok/적_8_7.jpg,jeok
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_0_7.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_8_5.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_1_8.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_9_4.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_2_3.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_0_5.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_0_5.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_5_8.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/won/원_4_3.jpg,won
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_8_9.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_2_5.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_4_3.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_4_2.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_9_0.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_9_7.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_9_6.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_1_0.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_4_6.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_4_9.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/do/도_6_1.jpg,do
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_2_7.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_2_8.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_2_0.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_4_7.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/a/아_6_8.jpg,a
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_0_8.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_1_3.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_0_5.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_7_5.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_8_4.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_5_1.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_2_9.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_8_0.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_0_0.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_7_3.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_4_9.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_4_9.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_8_8.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_8_0.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_0_8.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_2_0.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_7_8.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_2_1.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_2_6.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_4_2.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eu/으_1_2.jpg,eu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dae/대_8_0.jpg,dae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_3_3.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_3_5.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_5_7.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_8_3.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_4_2.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_7_9.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ra/라_4_5.jpg,ra
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_1_8.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_1_4.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_0_3.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gye/계_0_8.jpg,gye
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_8_4.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/geos/것_9_6.jpg,geos
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/da/다_9_8.jpg,da
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_9_7.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_7_6.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_9_1.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_4_3.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gwa/과_4_7.jpg,gwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_6_4.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_3_8.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_9_2.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_8_4.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_5_0.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_0_2.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_2_2.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_3_1.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_4_4.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gyeong/경_4_1.jpg,gyeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_2_4.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_1_8.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_5_5.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_4_7.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_5_8.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/so/소_0_4.jpg,so
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_4_9.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bu/부_0_2.jpg,bu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eo/어_7_3.jpg,eo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeon/전_0_6.jpg,jeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_4_7.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_6_7.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_5_0.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_7_4.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/go/고_9_4.jpg,go
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_1_3.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_9_8.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_5_3.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_9_3.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_1_2.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ga/가_7_1.jpg,ga
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_6_0.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_5_1.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ha/하_1_2.jpg,ha
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_2_2.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_1_3.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_6_9.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_2_6.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_5_1.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_0_7.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_2_0.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_2_7.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_2_1.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_5_7.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_9_3.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_8_0.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_4_4.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_5_6.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ri/리_2_4.jpg,ri
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_1_1.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jo/조_5_5.jpg,jo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/reul/를_1_0.jpg,reul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_1_2.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_7_1.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_4_5.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_4_0.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_9_2.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_8_8.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gong/공_4_2.jpg,gong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_0_9.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_6_1.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_5_4.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seong/성_0_9.jpg,seong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/deul/들_0_8.jpg,deul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeon/연_0_4.jpg,yeon
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/il/일_3_0.jpg,il
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_1_5.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_0_3.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_5_4.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bo/보_2_6.jpg,bo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eui/의_1_3.jpg,eui
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_9_7.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/si/시_7_2.jpg,si
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/je/제_2_1.jpg,je
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_6_0.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/guk/국_6_7.jpg,guk
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ji/지_8_8.jpg,ji
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eun/은_8_1.jpg,eun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/in/인_5_4.jpg,in
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jeong/정_6_6.jpg,jeong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seo/서_7_3.jpg,seo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gi/가_4_9.jpg,gi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_1_2.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yeo/여_6_0.jpg,yeo
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/yong/용_5_5.jpg,yong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/i/이_2_5.jpg,i
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_6_9.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/neun/는_2_2.jpg,neun
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_6_7.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_2_0.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ja/자_1_9.jpg,ja
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_4_5.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/eul/을_8_8.jpg,eul
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/iss/있_0_7.jpg,iss
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sang/상_1_3.jpg,sang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hae/해_0_0.jpg,hae
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/bak/박_2_8.jpg,bak
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/gim/김_4_7.jpg,gim
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/hwa/화_1_5.jpg,hwa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ro/로_1_4.jpg,ro
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/seu/스_6_0.jpg,seu
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/choe/최_2_6.jpg,choe
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_6_0.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/sa/사_6_3.jpg,sa
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_4_9.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/e/에_8_1.jpg,e
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/su/수_5_2.jpg,su
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/han/한_4_4.jpg,han
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/wi/위_5_8.jpg,wi
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/dong/동_5_7.jpg,dong
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_0_6.jpg,na
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/jang/장_7_8.jpg,jang
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/ju/주_4_3.jpg,ju
/home/jovyan/privado/Trabalho/Dataset/Hangul Database/Hangul Database/na/나_0_1.jpg,na
